txn_id,user_id,merchant_id,payment_method,amount,merchant_category,is_international,payer_bank,payee_bank,issuer_type,device_type,os_version_major,app_version_major,is_rooted_or_jailbroken,sim_operator,network_type,latency_ms,packet_loss_pct,signal_strength_dbm,avg_txn_amount_30d,txn_count_24h,failed_txn_count_1h,chargeback_flag_180d,account_age_days,daily_limit_remaining,available_balance_est,velocity_score,risk_score,geo_distance_km_from_usual,txn_hour,day_of_week,is_night_txn,merchant_failure_rate_1h,bank_failure_rate_1h,failure_reason
T1012821,56492,3284,WALLET,362.08,BILLS,0,AXIS,AXIS,PUBLIC,ANDROID,8,12,0,AIRTEL,4G,81,0.26,-113,67.48,2,1,0,5,52296.42,98.19,48.6,25.1,16.45,8,6,0,0.0078,0.0247,INSUFFICIENT_FUNDS
T1012822,65075,2020,CARD,590.49,FUEL,0,SBI,SBI,PUBLIC,IOS,16,8,0,AIRTEL,5G,170,4.85,-105,50.0,3,2,0,844,23068.31,127.78,65.5,38.9,2.15,6,1,1,0.1262,0.0328,PIN_OR_OTP_FAILED
T1012823,71924,7707,UPI,112.76,FOOD,0,YES,ICICI,PUBLIC,ANDROID,14,13,0,JIO,4G,61,3.94,-109,112.68,3,0,0,136,41662.95,365.75,21.3,19.2,2.81,15,0,0,0.0623,0.0265,NETWORK_TIMEOUT
T1012824,66384,7239,UPI,723.32,FOOD,0,IDFC,AXIS,PRIVATE,IOS,13,4,0,AIRTEL,4G,258,1.35,-87,131.15,1,0,0,5,28041.17,215.18,30.9,6.1,14.06,12,4,0,0.045,0.0306,INSUFFICIENT_FUNDS
T1012825,70378,8995,UPI,299.23,RETAIL,0,YES,BOB,COOP,IOS,15,8,0,AIRTEL,4G,235,0.61,-80,297.34,2,0,0,5,38801.31,304.96,5.1,21.9,0.46,19,1,0,0.0357,0.0817,BANK_SERVER_DOWN
T1012826,57445,7863,UPI,93.7,PHARMACY,1,KOTAK,KOTAK,PUBLIC,ANDROID,10,8,0,AIRTEL,4G,100,3.65,-84,147.2,4,1,0,239,40909.3,366.04,29.1,29.8,9.53,18,2,0,0.1,0.0217,MERCHANT_CONFIGURATION_ISSUE
T1012827,71361,9320,UPI,229.3,BILLS,0,HDFC,IDFC,PUBLIC,ANDROID,12,15,0,VI,4G,59,0.41,-71,83.25,3,0,0,680,60000.0,210.46,33.4,19.0,1.7,18,4,0,0.0125,0.1206,INSUFFICIENT_FUNDS
T1012828,42624,8802,WALLET,486.72,FUEL,0,IDFC,YES,PUBLIC,ANDROID,8,15,0,JIO,WIFI,65,1.78,-91,50.0,5,1,0,353,48668.83,62.68,59.9,43.3,1.98,4,5,1,0.0107,0.0373,INSUFFICIENT_FUNDS
T1012829,29559,3093,UPI,82.99,FOOD,1,AXIS,AXIS,PRIVATE,ANDROID,14,11,0,VI,4G,76,0.62,-91,267.89,2,2,0,441,39906.45,636.47,62.4,33.3,23.6,18,5,0,0.0399,0.0515,PIN_OR_OTP_FAILED
T1012830,30004,3577,CARD,121.52,TRAVEL,0,HDFC,BOB,PUBLIC,ANDROID,10,11,0,JIO,5G,133,0.03,-89,613.0,3,0,0,154,58219.05,2210.53,16.3,17.0,3.46,7,5,0,0.0341,0.0268,SUSPECTED_FRAUD
T1012831,41074,3267,UPI,1544.02,FUEL,0,AXIS,AXIS,PRIVATE,ANDROID,12,11,0,AIRTEL,WIFI,113,1.97,-69,281.24,5,1,0,1191,30392.83,885.09,44.2,18.9,10.97,6,6,1,0.0084,0.0123,INSUFFICIENT_FUNDS
T1012832,71909,4615,UPI,600.3,TRAVEL,0,ICICI,BOB,PUBLIC,ANDROID,9,10,0,AIRTEL,5G,50,1.48,-80,99.02,1,2,0,792,60000.0,263.76,38.1,17.6,0.46,17,6,0,0.0316,0.0526,INSUFFICIENT_FUNDS
T1012833,16269,7865,CARD,111.79,RETAIL,0,IDFC,IDFC,PUBLIC,ANDROID,11,9,0,AIRTEL,5G,119,4.56,-99,73.85,4,1,0,556,60000.0,378.47,50.7,21.1,5.08,23,5,1,0.0379,0.0663,BANK_SERVER_DOWN
T1012834,92328,6253,UPI,186.68,GROCERY,0,PNB,KOTAK,PUBLIC,ANDROID,11,14,0,AIRTEL,4G,226,0.61,-87,50.0,3,2,0,554,60000.0,132.27,37.0,19.7,1.14,22,0,1,0.0207,0.0368,INSUFFICIENT_FUNDS
T1012835,90388,4232,UPI,53.39,RETAIL,0,AXIS,HDFC,PRIVATE,ANDROID,12,6,0,AIRTEL,4G,149,1.25,-86,75.92,5,1,0,523,60000.0,192.96,48.0,11.0,4.68,3,3,1,0.15,0.0594,MERCHANT_CONFIGURATION_ISSUE
T1012836,17709,9477,CARD,503.08,FUEL,0,ICICI,BOB,PUBLIC,IOS,16,6,0,AIRTEL,WIFI,164,0.96,-85,63.14,3,1,0,1161,38029.47,166.21,25.2,16.8,4.82,23,1,1,0.0503,0.0033,INSUFFICIENT_FUNDS
T1012837,10114,5689,WALLET,137.38,FOOD,0,KOTAK,YES,PRIVATE,ANDROID,12,9,0,JIO,WIFI,121,3.43,-98,713.36,1,0,0,609,51553.84,1678.75,12.7,5.5,0.5,9,0,0,0.0157,0.0069,INSUFFICIENT_FUNDS
T1012838,14910,3250,UPI,142.34,ECOM,0,ICICI,ICICI,PRIVATE,WEB,0,14,0,AIRTEL,4G,24,0.59,-98,210.42,1,1,0,193,60000.0,55.41,31.6,24.2,22.1,0,4,1,0.0166,0.0181,INSUFFICIENT_FUNDS
T1012839,78833,4772,CARD,204.56,TRAVEL,0,KOTAK,BOB,PRIVATE,IOS,15,13,0,JIO,4G,227,2.07,-84,115.14,3,0,0,737,60000.0,282.64,10.5,16.8,9.13,15,0,0,0.0297,0.0517,INVALID_VPA_OR_CARD
T1012840,83316,1207,UPI,54.27,TRAVEL,0,HDFC,HDFC,PUBLIC,ANDROID,8,13,0,VI,4G,213,0.7,-79,57.15,3,2,0,836,58526.67,176.36,29.1,10.3,3.48,5,1,1,0.0738,0.1337,MERCHANT_CONFIGURATION_ISSUE
T1012841,62523,1801,CARD,193.68,PHARMACY,0,KOTAK,BOB,PUBLIC,IOS,13,3,0,JIO,5G,247,0.55,-78,87.16,2,2,0,670,49161.45,182.62,46.3,13.9,5.61,1,0,1,0.0085,0.0641,INSUFFICIENT_FUNDS
T1012842,62498,8968,CARD,153.48,ECOM,0,YES,KOTAK,PRIVATE,ANDROID,13,11,0,JIO,5G,142,3.71,-85,221.17,2,2,0,719,31065.53,586.99,20.6,24.3,1.0,4,1,1,0.054,0.1079,LIMIT_EXCEEDED
T1012843,22330,5184,CARD,174.14,TRAVEL,0,ICICI,PNB,PRIVATE,ANDROID,14,10,0,JIO,3G,201,1.38,-91,186.24,2,2,0,559,60000.0,773.13,19.6,28.7,2.71,3,1,1,0.0005,0.0689,PIN_OR_OTP_FAILED
T1012844,57933,9721,UPI,76.15,TRAVEL,0,ICICI,SBI,NBFC,ANDROID,9,13,0,JIO,5G,108,0.67,-87,50.0,3,0,0,855,37712.94,175.96,27.5,18.1,0.2,11,6,0,0.0752,0.0153,NETWORK_TIMEOUT
T1012845,60028,9636,UPI,168.83,FUEL,0,SBI,BOB,COOP,ANDROID,9,16,0,AIRTEL,4G,20,1.33,-93,103.69,4,1,0,587,60000.0,205.69,32.8,17.1,2.89,16,5,0,0.0535,0.0297,PIN_OR_OTP_FAILED
T1012846,80181,3308,CARD,107.47,TRAVEL,0,YES,KOTAK,PRIVATE,IOS,14,13,1,JIO,4G,101,1.16,-73,113.49,3,1,0,227,40295.78,152.15,34.5,41.4,0.85,23,1,1,0.021,0.0241,INSUFFICIENT_FUNDS
T1012847,41993,3701,UPI,125.4,TRAVEL,0,ICICI,HDFC,PRIVATE,ANDROID,10,12,0,JIO,5G,91,2.65,-70,132.6,4,1,0,591,60000.0,380.01,47.2,13.1,13.27,20,3,0,0.0554,0.0609,BANK_SERVER_DOWN
T1012848,84093,5460,CARD,93.98,RETAIL,0,SBI,YES,PRIVATE,ANDROID,8,7,0,VI,WIFI,101,0.68,-92,55.5,2,1,0,749,49551.98,239.09,38.0,19.0,2.31,3,1,1,0.0077,0.0447,LIMIT_EXCEEDED
T1012849,22152,8501,UPI,111.46,EDTECH,0,PNB,IDFC,PRIVATE,IOS,15,8,0,JIO,4G,76,1.17,-93,210.52,4,2,0,522,17918.52,416.03,70.1,24.1,1.76,23,3,1,0.0368,0.0944,PIN_OR_OTP_FAILED
T1012850,30563,5196,UPI,166.39,ECOM,0,SBI,AXIS,PUBLIC,ANDROID,9,16,0,AIRTEL,5G,96,0.22,-97,176.44,2,0,0,365,33770.46,274.32,31.4,20.6,6.98,9,0,0,0.0194,0.0363,BANK_SERVER_DOWN
T1012851,65143,5290,CARD,658.8,BILLS,0,ICICI,YES,PRIVATE,ANDROID,8,11,0,AIRTEL,3G,284,2.08,-100,86.22,1,0,0,234,34348.15,35.05,36.4,8.7,5.58,21,6,0,0.0758,0.0709,INSUFFICIENT_FUNDS
T1012852,56421,9346,CARD,100.46,ECOM,0,BOB,YES,PUBLIC,ANDROID,14,15,0,VI,5G,69,0.47,-78,309.17,5,2,0,26,27021.85,784.89,68.6,44.4,2.23,7,4,0,0.1024,0.0535,PIN_OR_OTP_FAILED
T1012853,74804,6892,UPI,91.98,ECOM,0,SBI,HDFC,COOP,ANDROID,13,11,0,JIO,4G,20,0.18,-92,222.97,1,1,0,126,51167.83,208.82,24.2,22.1,0.65,1,5,1,0.0304,0.0906,BANK_SERVER_DOWN
T1012854,26590,6118,UPI,148.44,FOOD,0,BOB,IDFC,PUBLIC,ANDROID,9,8,0,JIO,5G,156,1.82,-77,98.8,4,1,0,775,34408.42,273.8,27.8,16.8,2.4,22,1,1,0.1392,0.0218,MERCHANT_CONFIGURATION_ISSUE
T1012855,20207,8890,UPI,458.14,TRAVEL,0,HDFC,SBI,COOP,ANDROID,8,10,0,JIO,4G,102,1.54,-87,199.87,8,0,0,1146,40914.03,402.89,39.7,21.7,1.44,17,5,0,0.007,0.0728,INSUFFICIENT_FUNDS
T1012856,76914,1436,UPI,211.44,FUEL,0,IDFC,KOTAK,PUBLIC,ANDROID,11,14,0,AIRTEL,4G,77,3.2,-94,88.77,1,1,0,1476,27084.3,194.38,0.0,25.0,3.17,0,4,1,0.0126,0.0419,INSUFFICIENT_FUNDS
T1012857,28412,4424,UPI,216.57,BILLS,0,SBI,YES,PRIVATE,ANDROID,9,17,0,BSNL,4G,58,0.19,-73,77.26,5,1,0,621,57282.51,240.86,8.7,16.6,0.28,22,2,1,0.0235,0.0855,NETWORK_TIMEOUT
T1012858,83174,9722,UPI,60.85,GROCERY,0,SBI,YES,PRIVATE,ANDROID,8,13,0,JIO,4G,113,1.88,-70,151.9,3,1,0,1168,58622.43,359.05,44.1,25.0,1.21,14,3,0,0.0428,0.062,BANK_SERVER_DOWN
T1012859,47209,8534,CARD,282.95,TRAVEL,0,PNB,ICICI,PUBLIC,ANDROID,8,7,0,BSNL,4G,195,0.34,-92,115.79,4,1,0,816,60000.0,254.32,35.1,25.4,1.08,7,5,0,0.0697,0.0478,INVALID_VPA_OR_CARD
T1012860,95676,4901,UPI,146.95,ECOM,0,YES,AXIS,PRIVATE,IOS,15,18,0,JIO,5G,107,2.53,-87,56.21,3,0,1,476,51163.4,100.97,25.2,34.5,1.64,9,2,0,0.0231,0.0187,INSUFFICIENT_FUNDS
T1012861,49116,2432,UPI,160.04,GROCERY,0,AXIS,BOB,PRIVATE,IOS,16,11,0,JIO,WIFI,119,1.46,-92,60.15,7,0,0,734,32472.88,197.17,67.0,34.0,4.44,20,5,0,0.0535,0.0123,INSUFFICIENT_FUNDS
T1012862,61696,3363,UPI,75.18,GROCERY,0,SBI,PNB,PUBLIC,ANDROID,13,10,0,JIO,4G,264,0.32,-83,127.63,1,3,0,30,37091.29,165.2,35.5,10.7,1.57,5,2,1,0.0196,0.0163,PIN_OR_OTP_FAILED
T1012863,97352,3194,UPI,514.04,GROCERY,0,KOTAK,YES,PUBLIC,ANDROID,13,17,0,VI,4G,93,1.31,-81,84.25,4,1,0,462,30090.08,172.22,34.6,17.3,0.91,0,2,1,0.017,0.1561,INSUFFICIENT_FUNDS
T1012864,22551,8104,UPI,34.81,ECOM,0,HDFC,YES,PRIVATE,ANDROID,13,13,0,JIO,4G,110,0.76,-73,50.0,4,0,0,5,35778.9,95.7,17.9,26.1,2.21,13,2,0,0.0322,0.0606,BANK_SERVER_DOWN
T1012865,76368,6415,UPI,151.05,BILLS,0,ICICI,IDFC,NBFC,ANDROID,8,13,0,JIO,WIFI,58,0.36,-95,62.26,5,0,0,5,49301.69,206.73,29.0,18.7,3.21,12,4,0,0.0417,0.0207,LIMIT_EXCEEDED
T1012866,41229,5227,CARD,99.07,EDTECH,0,AXIS,SBI,NBFC,ANDROID,13,11,0,AIRTEL,4G,246,1.58,-84,50.0,3,0,0,30,48392.95,128.12,33.7,26.4,6.27,21,1,0,0.0817,0.0025,INVALID_VPA_OR_CARD
T1012867,86236,1376,UPI,105.59,RETAIL,0,AXIS,IDFC,PRIVATE,ANDROID,12,10,0,JIO,WIFI,87,1.78,-77,274.37,3,0,0,5,52496.21,558.43,13.8,16.3,8.65,13,2,0,0.0141,0.0644,LIMIT_EXCEEDED
T1012868,62136,4197,UPI,193.88,TRAVEL,0,HDFC,BOB,PUBLIC,IOS,14,11,0,VI,4G,273,1.82,-97,185.26,0,0,0,1568,44207.67,546.78,15.7,15.9,2.65,7,5,0,0.1132,0.0144,MERCHANT_CONFIGURATION_ISSUE
T1012869,18265,9350,UPI,468.21,RETAIL,0,HDFC,ICICI,PRIVATE,ANDROID,10,10,1,AIRTEL,5G,108,1.03,-86,87.19,1,2,0,906,41155.11,252.81,36.4,30.3,13.26,6,4,1,0.066,0.0113,INSUFFICIENT_FUNDS
T1012870,24587,4898,UPI,95.34,ECOM,0,SBI,BOB,COOP,ANDROID,14,14,0,AIRTEL,WIFI,68,0.99,-90,638.73,5,0,0,889,38344.16,1708.59,38.5,1.6,4.18,17,0,0,0.0455,0.0704,BANK_SERVER_DOWN
T1012871,69677,5483,WALLET,122.01,ECOM,0,IDFC,PNB,PRIVATE,ANDROID,13,8,0,JIO,4G,126,3.91,-90,101.01,5,0,0,55,50617.53,304.27,41.7,2.5,1.98,10,5,0,0.008,0.0516,NETWORK_TIMEOUT
T1012872,34990,4232,CARD,403.21,EDTECH,0,IDFC,IDFC,PUBLIC,ANDROID,11,9,0,VI,4G,155,3.48,-102,75.31,4,2,0,653,58480.09,263.87,35.2,18.9,1.49,3,0,1,0.0709,0.0633,PIN_OR_OTP_FAILED
T1012873,26295,6243,CARD,112.8,BILLS,0,HDFC,PNB,PRIVATE,ANDROID,11,12,0,AIRTEL,4G,202,0.36,-77,173.43,4,1,0,876,36013.96,0.0,52.1,16.5,8.21,23,5,1,0.0563,0.0631,INSUFFICIENT_FUNDS
T1012874,20602,4156,CARD,147.89,PHARMACY,0,SBI,KOTAK,PRIVATE,ANDROID,9,11,0,AIRTEL,WIFI,78,1.47,-96,96.38,2,1,0,667,51688.6,6.79,34.7,10.7,2.41,17,6,0,0.0379,0.1082,INSUFFICIENT_FUNDS
T1012875,21484,3113,CARD,310.97,RETAIL,0,HDFC,KOTAK,PUBLIC,ANDROID,13,12,0,JIO,4G,259,1.8,-67,87.63,1,1,0,5,41538.89,193.18,17.7,15.2,1.35,2,3,1,0.0381,0.0196,INSUFFICIENT_FUNDS
T1012876,42268,5866,CARD,154.66,FOOD,0,PNB,BOB,PRIVATE,ANDROID,11,10,0,JIO,4G,143,0.17,-97,183.6,3,0,0,5,43684.54,494.64,25.6,18.9,2.01,18,3,0,0.0123,0.0385,LIMIT_EXCEEDED
T1012877,51829,5985,UPI,615.65,FUEL,0,BOB,HDFC,PUBLIC,ANDROID,11,17,0,VI,5G,36,2.58,-83,181.21,1,1,0,768,40296.67,322.23,43.1,9.0,0.46,13,4,0,0.0289,0.0217,INSUFFICIENT_FUNDS
T1012878,58682,1355,CARD,328.55,GROCERY,0,HDFC,PNB,NBFC,IOS,12,15,0,AIRTEL,WIFI,38,0.95,-95,50.0,5,1,0,825,38534.1,137.83,40.0,20.6,1.37,3,4,1,0.0037,0.0193,INSUFFICIENT_FUNDS
T1012879,53972,5570,WALLET,234.99,GROCERY,0,SBI,AXIS,PRIVATE,IOS,15,8,0,AIRTEL,4G,150,0.41,-84,175.79,5,0,0,561,26726.99,367.35,50.1,3.8,1.72,9,2,0,0.0094,0.079,BANK_SERVER_DOWN
T1012880,79169,7887,CARD,198.49,TRAVEL,1,HDFC,HDFC,NBFC,ANDROID,9,7,0,AIRTEL,WIFI,107,2.79,-82,50.0,3,0,0,253,60000.0,110.73,31.7,26.9,2.99,15,0,0,0.0972,0.0515,INSUFFICIENT_FUNDS
T1012881,46148,5702,UPI,118.73,BILLS,0,ICICI,ICICI,PRIVATE,ANDROID,11,15,0,JIO,WIFI,65,1.84,-87,189.83,3,0,0,1250,40854.4,655.25,22.7,14.5,4.64,15,5,0,0.037,0.0093,PIN_OR_OTP_FAILED
T1012882,42772,3218,UPI,250.55,GROCERY,0,HDFC,AXIS,COOP,ANDROID,9,15,0,JIO,5G,114,0.85,-82,50.0,2,0,1,517,38974.54,94.23,41.0,53.0,4.1,20,4,0,0.0718,0.0441,INSUFFICIENT_FUNDS
T1012883,60534,6217,UPI,125.78,BILLS,0,HDFC,IDFC,PUBLIC,WEB,0,11,0,AIRTEL,4G,63,0.37,-71,55.51,2,1,0,1199,45057.65,170.31,13.1,12.0,3.44,23,4,1,0.0042,0.0905,PIN_OR_OTP_FAILED
T1012884,46192,9036,UPI,225.14,FOOD,0,PNB,SBI,PRIVATE,ANDROID,9,10,0,AIRTEL,5G,124,1.07,-85,332.65,2,0,0,378,44542.67,711.2,17.0,6.9,9.81,10,0,0,0.0149,0.0253,NETWORK_TIMEOUT
T1012885,52103,1622,UPI,246.8,PHARMACY,0,PNB,ICICI,COOP,ANDROID,12,13,0,AIRTEL,5G,121,0.69,-90,113.1,4,1,1,722,29883.55,174.03,43.7,41.2,4.65,22,5,1,0.0288,0.094,INSUFFICIENT_FUNDS
T1012886,81241,4387,WALLET,219.47,PHARMACY,0,PNB,PNB,PRIVATE,ANDROID,9,11,0,JIO,4G,178,0.49,-90,161.97,5,1,0,932,32427.0,362.72,59.1,34.1,16.27,23,5,1,0.0569,0.0134,SUSPECTED_FRAUD
T1012887,71926,5969,UPI,97.22,FOOD,0,HDFC,KOTAK,NBFC,ANDROID,11,8,0,AIRTEL,5G,68,0.61,-80,269.38,2,2,0,730,59412.46,346.43,36.3,22.3,0.99,6,2,1,0.0094,0.0145,PIN_OR_OTP_FAILED
T1012888,40037,2101,CARD,129.76,RETAIL,0,ICICI,KOTAK,PUBLIC,ANDROID,9,7,0,VI,4G,87,0.44,-90,211.72,1,2,0,1219,28544.24,308.24,38.8,13.2,2.0,17,3,0,0.0556,0.0884,NETWORK_TIMEOUT
T1012889,63410,8620,CARD,592.34,FUEL,0,PNB,KOTAK,PRIVATE,ANDROID,8,11,0,VI,4G,267,0.59,-87,180.2,3,1,0,582,34380.11,303.22,30.6,17.4,2.25,14,1,0,0.1209,0.0578,INSUFFICIENT_FUNDS
T1012890,57953,6277,CARD,158.17,FOOD,0,AXIS,HDFC,PRIVATE,IOS,16,14,0,BSNL,4G,35,0.37,-92,154.78,7,1,0,712,43695.84,168.22,39.5,11.8,9.15,23,0,1,0.0745,0.0724,MERCHANT_CONFIGURATION_ISSUE
T1012891,28264,3908,UPI,73.59,ECOM,0,ICICI,ICICI,NBFC,ANDROID,13,15,0,AIRTEL,5G,107,0.85,-95,139.92,1,1,0,682,52623.05,180.66,5.0,0.2,10.1,2,2,1,0.1492,0.0164,MERCHANT_CONFIGURATION_ISSUE
T1012892,23293,8712,UPI,216.16,GROCERY,0,BOB,KOTAK,PRIVATE,IOS,12,6,0,VI,WIFI,101,3.31,-114,77.12,3,0,0,5,46390.67,158.33,20.4,14.5,2.94,20,0,0,0.1013,0.0252,INSUFFICIENT_FUNDS
T1012893,32489,6855,CARD,124.73,GROCERY,0,SBI,YES,PUBLIC,ANDROID,14,3,0,JIO,WIFI,184,0.48,-87,83.7,2,1,0,433,60000.0,186.82,33.3,16.8,2.61,9,0,0,0.0909,0.0296,MERCHANT_CONFIGURATION_ISSUE
T1012894,23105,6550,UPI,217.23,TRAVEL,0,ICICI,PNB,PUBLIC,ANDROID,10,10,0,AIRTEL,3G,355,1.72,-82,142.91,4,1,0,333,43646.28,329.12,43.7,4.0,0.62,22,2,1,0.008,0.0911,BANK_SERVER_DOWN
T1012895,41395,2495,CARD,309.64,TRAVEL,0,KOTAK,AXIS,PUBLIC,ANDROID,9,7,0,AIRTEL,4G,315,2.02,-72,92.89,3,1,0,551,48943.7,288.1,37.6,4.4,2.9,1,3,1,0.0139,0.0747,INSUFFICIENT_FUNDS
T1012896,58740,4894,UPI,220.94,RETAIL,0,IDFC,IDFC,PRIVATE,ANDROID,14,18,0,VI,4G,87,5.3,-98,286.37,4,0,0,5,42584.37,227.13,40.6,20.3,4.46,14,2,0,0.1013,0.0547,MERCHANT_CONFIGURATION_ISSUE
T1012897,77797,4770,UPI,483.32,GROCERY,0,KOTAK,IDFC,COOP,ANDROID,9,16,0,JIO,4G,83,0.86,-102,185.86,2,2,0,925,38516.86,358.84,51.7,19.9,3.98,22,5,1,0.0985,0.0191,INSUFFICIENT_FUNDS
T1012898,36848,5114,UPI,89.18,ECOM,0,AXIS,IDFC,PUBLIC,ANDROID,9,11,0,BSNL,4G,119,0.21,-83,202.06,3,0,0,1055,60000.0,489.05,51.3,27.9,0.92,17,2,0,0.0581,0.0235,INVALID_VPA_OR_CARD
T1012899,32058,1899,UPI,205.11,BILLS,0,ICICI,HDFC,COOP,ANDROID,12,10,0,JIO,4G,124,2.18,-100,50.0,3,4,0,726,55844.36,104.76,59.2,30.3,7.16,22,6,1,0.0411,0.028,INSUFFICIENT_FUNDS
T1012900,97772,8758,CARD,110.57,ECOM,0,SBI,AXIS,PRIVATE,ANDROID,14,8,0,JIO,3G,213,2.64,-113,144.09,3,1,0,5,47097.76,401.18,21.1,22.1,6.73,22,5,1,0.0369,0.0462,INVALID_VPA_OR_CARD
T1012901,25871,9723,CARD,412.76,RETAIL,0,IDFC,KOTAK,PRIVATE,IOS,16,11,0,AIRTEL,5G,179,1.37,-67,121.11,2,0,0,270,46804.07,432.88,22.9,15.0,1.25,17,0,0,0.0757,0.0482,MERCHANT_CONFIGURATION_ISSUE
T1012902,89988,5599,UPI,163.15,ECOM,0,KOTAK,SBI,COOP,ANDROID,11,14,0,JIO,WIFI,51,0.6,-92,53.62,1,1,0,1514,44735.84,116.53,30.8,26.2,37.37,5,5,1,0.0641,0.0171,INSUFFICIENT_FUNDS
T1012903,42851,5274,UPI,100.95,TRAVEL,0,AXIS,SBI,PRIVATE,ANDROID,13,14,0,AIRTEL,3G,119,2.28,-99,181.53,6,0,0,407,60000.0,179.38,51.1,7.1,6.4,12,4,0,0.0427,0.0779,BANK_SERVER_DOWN
T1012904,90615,3666,UPI,176.92,ECOM,0,SBI,BOB,PUBLIC,ANDROID,12,6,0,JIO,4G,403,2.57,-78,73.56,4,1,0,454,48924.73,230.76,52.7,9.4,0.09,6,1,1,0.0738,0.016,BANK_SERVER_DOWN
T1012905,20912,1562,UPI,93.85,PHARMACY,0,IDFC,BOB,PUBLIC,ANDROID,10,9,1,VI,5G,234,1.93,-87,92.92,5,1,0,741,32910.17,268.81,40.5,42.4,2.24,6,2,1,0.0775,0.0369,PIN_OR_OTP_FAILED
T1012906,45928,9630,CARD,118.25,EDTECH,1,YES,BOB,PUBLIC,ANDROID,9,17,0,AIRTEL,4G,20,1.69,-78,123.72,3,0,0,952,48808.71,573.31,46.5,19.2,1.32,9,4,0,0.0467,0.0056,INVALID_VPA_OR_CARD
T1012907,11335,4314,UPI,156.51,BILLS,0,SBI,KOTAK,PRIVATE,ANDROID,12,9,0,VI,WIFI,142,2.21,-82,62.41,6,0,0,5,35837.28,102.23,71.1,47.0,1.41,19,1,0,0.0782,0.0572,INSUFFICIENT_FUNDS
T1012908,43000,4936,UPI,371.6,BILLS,0,KOTAK,SBI,PRIVATE,ANDROID,9,9,0,AIRTEL,WIFI,99,0.66,-88,75.72,3,0,0,699,58578.98,295.94,31.4,13.2,0.88,10,5,0,0.0378,0.1071,INSUFFICIENT_FUNDS
T1012909,42134,1190,WALLET,256.81,TRAVEL,0,YES,HDFC,PRIVATE,ANDROID,9,17,0,JIO,5G,110,1.47,-82,131.13,0,2,0,795,51465.93,230.0,5.4,4.0,1.6,3,6,1,0.0569,0.02,INSUFFICIENT_FUNDS
T1012910,62010,8394,UPI,62.1,FOOD,0,ICICI,IDFC,PRIVATE,IOS,17,15,0,JIO,4G,158,3.79,-99,86.87,3,2,0,73,55041.17,157.89,63.3,43.6,1.96,20,4,0,0.034,0.0565,PIN_OR_OTP_FAILED
T1012911,16859,6897,UPI,453.58,EDTECH,0,IDFC,HDFC,PUBLIC,ANDROID,9,11,0,JIO,4G,290,0.69,-85,495.13,1,1,0,342,49103.21,1439.38,41.2,18.0,3.41,9,2,0,0.0086,0.0098,INSUFFICIENT_FUNDS
T1012912,46150,8561,UPI,74.93,TRAVEL,0,ICICI,KOTAK,PRIVATE,ANDROID,10,14,0,AIRTEL,WIFI,20,2.02,-75,383.18,5,1,0,402,31424.18,717.89,44.5,10.4,5.04,22,5,1,0.0313,0.0068,NETWORK_TIMEOUT
T1012913,99816,5432,UPI,196.51,PHARMACY,0,BOB,IDFC,PUBLIC,ANDROID,12,9,0,JIO,3G,136,1.96,-91,170.83,2,1,0,586,30638.5,372.81,39.6,26.5,1.98,1,6,1,0.0236,0.0263,INSUFFICIENT_FUNDS
T1012914,50503,9345,UPI,167.41,FUEL,0,AXIS,KOTAK,PUBLIC,ANDROID,14,5,0,VI,5G,227,0.6,-83,50.0,3,0,0,634,38433.0,89.64,31.1,8.8,8.44,9,3,0,0.0517,0.0318,INSUFFICIENT_FUNDS
T1012915,60879,5303,UPI,113.98,BILLS,0,SBI,BOB,PUBLIC,IOS,12,11,0,AIRTEL,5G,83,1.01,-85,133.81,5,1,0,354,47912.98,353.93,58.5,23.9,2.05,2,1,1,0.0989,0.0818,BANK_SERVER_DOWN
T1012916,52139,2645,UPI,77.79,RETAIL,0,AXIS,YES,PRIVATE,ANDROID,12,9,0,VI,WIFI,133,4.76,-94,50.0,5,2,0,432,37675.14,87.93,44.2,24.8,3.54,6,1,1,0.0511,0.0058,NETWORK_TIMEOUT
T1012917,94394,4119,UPI,62.06,ECOM,0,HDFC,KOTAK,PUBLIC,ANDROID,9,13,0,JIO,4G,38,0.64,-104,114.06,1,0,0,501,46273.65,493.86,33.1,10.8,1.31,13,5,0,0.0709,0.0245,MERCHANT_CONFIGURATION_ISSUE
T1012918,72976,6426,UPI,123.65,FUEL,0,SBI,SBI,PUBLIC,ANDROID,14,13,0,VI,5G,145,0.77,-95,155.68,2,0,0,138,51212.52,224.71,27.7,3.3,3.24,11,5,0,0.1035,0.042,MERCHANT_CONFIGURATION_ISSUE
T1012919,24327,5805,CARD,540.49,FOOD,0,HDFC,SBI,PRIVATE,ANDROID,13,15,0,JIO,5G,20,1.37,-70,486.54,1,1,0,844,43911.73,1083.89,32.2,22.0,2.37,12,5,0,0.0669,0.019,INVALID_VPA_OR_CARD
T1012920,48532,7100,UPI,71.7,ECOM,0,SBI,PNB,PRIVATE,IOS,16,10,0,JIO,5G,136,1.22,-68,50.0,2,1,0,356,40576.91,78.97,34.6,21.2,4.45,14,2,0,0.0773,0.0244,MERCHANT_CONFIGURATION_ISSUE
